combat,durability,intelligence,name,power,speed,strength,base,id,occupation,relatives,aliases,alignment,alter-egos,full-name,publisher
74,64,75,Mystique,64,23,12,"Arlington, Virginia",480,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)",['Mallory Brickman'],bad,No alter egos found.,Raven Darkholme,Marvel Comics
85,70,69,Namor,73,58,95,"Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile",481,"King of Atlantis, Adventurer; former warrior, commando, CEO","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage\/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife \/ distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).","['Imperius Rex', 'Dr. G.W. Falton', 'Sub-Mariner', '""Subby""', 'Namor the First', 'Avenging Son', 'Old Man', 'Rex', 'Joe Pierre', 'Lord of the Seven Seas', 'the Scion of the Deep', 'Phoenix']",good,No alter egos found.,Namor McKenzie,Marvel Comics
null,null,null,Namor,null,null,null,"Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile",481,"King of Atlantis, Adventurer; former warrior, commando, CEO","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage\/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife \/ distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).","['Imperius Rex', 'Dr. G.W. Falton', 'Sub-Mariner', '""Subby""', 'Namor the First', 'Avenging Son', 'Old Man', 'Rex', 'Joe Pierre', 'Lord of the Seven Seas', 'the Scion of the Deep', 'Phoenix']",good,No alter egos found.,Namor McKenzie,Marvel Comics
85,70,69,Namor,73,58,95,-,482,-,-,['-'],good,No alter egos found.,,Marvel Comics
null,null,null,Namor,null,null,null,-,482,-,-,['-'],good,No alter egos found.,,Marvel Comics
64,42,50,Namora,48,42,85,-,483,-,"Namor (cousin), Talan (husband, deceased), Namorita (""daughter"" cloned)","['Sub-Mariner', 'Avenging Daughter', 'the Sea Beauty']",good,No alter egos found.,Aquaria Nautica Neptunia,Marvel Comics
70,70,50,Namorita,37,47,72,"Mobile, formerly New Warriors headquarters and Atlantis",484,"Superhero, formerly Leader of Atlantis","Namora (mother); Talan (father, deceased); Namor, Byrrah, Dara, Arkus (first cousins once removed); Fen (great-aunt, deceased); Thakorr (great-grandfather, deceased); Korra (great-grandmother, presumed deceased); large extended family; Betty Prentiss (legal guardian, deceased)","['Kymaera', 'Hard']",good,No alter egos found.,Namorita Prentiss,Marvel Comics
100,80,50,Naruto Uzumaki,100,32,80,Konohagakure,485,-,-,['-'],good,No alter egos found.,,Shueisha
null,null,null,Nathan Petrelli,null,null,null,"Mansion in Hyde Park, NY",486,"formerly a U.S. Congressman, formerly a district attorney, formerly a Navy officer","Angela Petrelli (mother), unnamed father (deceased), Peter Petrelli (younger brother), Simon Petrelli (son), Monty Petrelli (son), Claire Bennet (daughter)",['-'],good,No alter egos found.,Nathan Petrelli,NBC - Heroes
60,50,63,Nebula,42,13,52,-,487,-,-,['-'],bad,No alter egos found.,,Marvel Comics
35,10,50,Negasonic Teenage Warhead,45,8,7,-,488,-,-,['Warhead'],good,No alter egos found.,Ellie Phimister,Marvel Comics
100,42,75,Nick Fury,25,23,11,-,489,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer","Jack Fury (father, deceased);
unnamed mother;
unnamed stepmother (deceased);
Dawn Fury (half-sister);
Jake Fury (half-brother);
Mikel Fury (son, deceased);
Jerry Sapristi (cousin);
Tina Sapristi (cousin by marriage);
Ernesto, Pietro, Giovanni, Maria, Rosa and Gabriella (1st cousins once removed);","['Doyle', 'The Mystery in the Mask', 'Patch', 'Scorpio']",good,No alter egos found.,Nicholas Joseph Fury,Marvel Comics
80,14,50,Nightcrawler,76,47,10,"Xavier Institute for Higher Learning, Salem Center, Westchester County, New York (former) Muir Island, Scotland; Braddock Lighthouse",490,"Adventurer, Teacher","Eric Wagner (father, deceased), Margali Szardos (foster mother), Jimaine Szardos (Daytripper, alias Amanda Sefton, foster sister), Stefan Szardos (foster brother, deceased), Mystique (mother), Graydon Creed (half-brother, deceased).",['-'],good,No alter egos found.,Kurt Wagner,Marvel Comics
100,28,88,Nightwing,36,33,11,"Wayne Tower, Gotham City; formerly the Batcave; formerly Bludhaven; formerly New York City",491,"Vigilante and detective, former police officer, former Circus Acrobat","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne \/ Batman (adoptive father), Damian Wayne \/ Robin (foster brother), Jason Todd \/ Red Hood (adoptive brother), Tim Drake \/ Red Robin (adoptive brother), Cassandra Cain \/ Batgirl IV (adoptive sister)","['Freddie Dinardo', 'Freddy Loyd', 'The Target', 'Renegade', 'The Worlds Greatest Acrobat', 'The Aerial Avenger', 'Pixie Boots', 'The Boy \\/ Teen Wonder', 'The Worlds Greatest Detective', 'The Caped Crusader']",good,"Batman II, Robin",Dick Grayson,Batman II
56,28,63,Niki Sanders,37,35,52,"Las Vegas, NV",492,Former casino worker and online webcam operator; currently an agent of the Company,"DL Hawkins (husband), Hal Sanders (father), Micah Sanders (son), Jessica Sanders (sister,deceased), Monica Dawson (cousin-in-law), Damon Dawson (cousin-in-law), Paulette Hawkins (mother-in-law)","['Jessica', 'Gina']",good,No alter egos found.,Nicole Sanders,NBC - Heroes
20,10,63,Nina Theroux,68,8,5,-,493,-,-,['-'],good,No alter egos found.,,SyFy
null,null,null,Nite Owl II,null,null,45,-,494,-,-,['-'],good,No alter egos found.,Daniel Dreiberg,DC Comics
70,56,50,Northstar,65,83,18,-,495,"Former terrorist, adventurer, teacher, businessman, novelist, professional skier, trapeze artist, thief","Jean-Baptiste Beaubier (father, deceased), unnamed mother (deceased), Louis Martin (adoptive father, deceased), unnamed adoptive mother (deceased), Jeanne-Marie Beaubier (Aurora, sister), Joanne Beaubier (adopted daughter, deceased)",['Jean-Paul Martin'],good,No alter egos found.,Jean-Paul Beaubier,Marvel Comics
80,100,100,Nova,100,75,85,"Mobile & Xandar, also formerly New Warriors headquarters",496,"Superhero, also works parttime at Marvel Burger","Charles Rider (Father), Gloria Rider (Mother), Robbie Rider (Brother) , Ralph Rider (Uncle, deceased) , Ellen (aunt)","['Rich', 'Bucket-Head', 'Human Rocket', 'Kid Nova', '', 'Nova Prime', 'Quasar']",good,No alter egos found.,Richard Rider,Marvel Comics
35,100,63,Nova,100,100,60,"Mobile & Xandar, also formerly New Warriors headquarters",496,"Superhero, also works parttime at Marvel Burger","Charles Rider (Father), Gloria Rider (Mother), Robbie Rider (Brother) , Ralph Rider (Uncle, deceased) , Ellen (aunt)","['Rich', 'Bucket-Head', 'Human Rocket', 'Kid Nova', '', 'Nova Prime', 'Quasar']",good,No alter egos found.,Richard Rider,Marvel Comics
80,100,100,Nova,100,75,85,World-ship of Galactus,497,-,"""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)","['Frances Hyatt', 'Human Torch']",good,No alter egos found.,Frankie Raye,Marvel Comics
35,100,63,Nova,100,100,60,World-ship of Galactus,497,-,"""Thomas Raye"" (Phineas T. Horton, stepfather, deceased), Thomas Raymond (Toro, possible biological father); Lanette Raye (mother)","['Frances Hyatt', 'Human Torch']",good,No alter egos found.,Frankie Raye,Marvel Comics
90,95,100,Odin,100,67,83,"City of Asgard, Asgard",498,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior","Buri (Tiwaz) (paternal grandfather), Bolthorn (maternal grandfather), Bor Burison (father, deceased), Bestla (mother), Mimir Burison (paternal uncle), Njord (paternal uncle), Vili, Ve, Cul (brothers), Frigga (wife), Freyr (father-in-law), Gullveig (sister-in-law), Thor (son by Jord), Vidar (son by Grid), Balder (son by Frigga), Tyr, Hermod (allegedly sons by Frigga), Angela (daughter by Frigga), Laussa (daughter by Frigga and Surtur), Loki (foster son), Hoder (nephew), Skadi (niece)","['All-Father,Sky-Father', 'Atum-Re', 'Woden', 'Wotan', 'Oden', 'Orrin', 'Harbard', 'King of Asgard']",good,No alter egos found.,Odin Borson,Marvel Comics
56,99,50,Offspring,100,35,10,-,499,-,-,"['Ernie McDunnagh', 'Plastic Lad']",good,No alter egos found.,Luke O'Brian,DC Comics
null,null,null,Omega Red,null,null,61,-,500,"Crimelord; former mercenary, KGB agent",-,"['Arkady Rossovich', 'Vasyliev Arkady']",bad,No alter egos found.,Arkady Gregorivich,Marvel Comics
null,null,null,Omniscient,null,null,null,"Toronto, Canada",501,"Superhero, Grade 9 physics teacher",-,['-'],good,No alter egos found.,Omniscient is the closest English word that compares to his alien tongue.,Team Epic TV
50,95,38,One Punch Man,55,83,100,Z-City,502,"Superhero, Sensei",Genos (partner),['Caped Baldy'],good,No alter egos found.,Saitama,Shueisha
100,100,100,One-Above-All,100,100,100,-,503,-,Living Tribunal (creation),['One Above All'],neutral,No alter egos found.,,Marvel Comics
55,100,88,Onslaught,100,33,100,"Central Park Citadel, Astral Fortress",504,Would-be destroyer,"Professor Charles Xavier (fusee, deceased); Magneto (fusee)","['Charlie Silus', 'Sir David The Great', 'Charles Xavier', 'Magneto', 'That Which Shall Survive', 'the Entity', 'Dark Xavier']",bad,No alter egos found.,Onslaught,Marvel Comics
76,28,75,Oracle,19,23,11,"Metropolis, formerly Gotham City",505,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,"Roger C. Gordon (father, deceased); Thelma (mother, deceased); James Gordon (uncle\/adoptive father); Barbara Eileen Gordon (aunt\/adoptive mother); James Gordon Jr. (cousin)","['Batgirl', 'Babs; Barbie Doll; O; The Masked Maiden; the Dark Knight Damsel']",good,Batgirl,Barbara Gordon,Batgirl
42,95,75,Osiris,65,60,85,"Shiruta, Kahndaq",506,-,"Isis (Sister, deceased), Black Adam (Brother-in-Law)",['-'],good,No alter egos found.,Amon Tomaz,DC Comics
null,null,null,Overtkill,null,null,null,-,507,-,-,['OvertWar'],bad,No alter egos found.,Nicholas Rocca,Image Comics
95,20,100,Ozymandias,49,33,18,-,508,-,"Friedrich Werner Veidt (father), Ingrid Renata Veidt (mother)","[""The World's Smartest Man""]",bad,No alter egos found.,Adrian Veidt,DC Comics
25,50,9,Parademon,53,17,28,-,509,-,-,['-'],bad,No alter egos found.,,DC Comics
5,50,8,Paul Blart,7,21,11,-,510,-,-,['Mall Cop'],good,No alter egos found.,Paul Blart,Sony Pictures
null,null,null,Penance,null,null,null,-,511,-,-,['-'],good,No alter egos found.,,Marvel Comics
null,null,null,Penance I,null,null,null,-,512,-,-,['-'],good,No alter egos found.,,Marvel Comics
null,null,null,Penance II,null,null,20,-,513,"Government operative; former adventurer, reality TV star, student, television show intern, engineering intern, lab worker","Justin Baldwin (father), Madeline Naylor (mother)","['Formerly Speedball', 'Masked Marvel']",good,Speedball,Robert Baldwin,Speedball
45,28,75,Penguin,30,12,10,Gotham City,514,Trader,"Miranda Cobblepot (Aunt), Miranda (Mother, deceased), Father (deceased)",['-'],bad,No alter egos found.,Oswald Chesterfield Cobblepot,DC Comics
null,null,null,Phantom,null,null,48,-,515,-,-,['Mr Walker; Christopher Standish'],good,No alter egos found.,Christopher Walker,DC Comics
42,28,38,Phantom Girl,53,23,10,"United Planets, Bgztl",516,-,-,['-'],good,No alter egos found.,Tinya Wazzo,DC Comics
80,100,100,Phoenix,100,83,100,"Xavier Institute of Higher Learning, Westchester County, New York",517,Adventurer,"Rachel Summers (daughter from an alternate universe), X-Man (son from an alternate universe), Cyclops (ex-husband), Havok (former brother-in-law), Corsair (former father-in-law), Madelyne Pryor (clone), Cable (adoptive\/biological son), Stryfe (cloned biological son), Genesis (grandson)","['Redd Dayspring', 'Marvel Girl']",good,"Jean Grey, White Phoenix of The Crown",Jean Grey,Jean Grey
25,55,63,Plantman,61,25,60,"A submarine somewhere in the Atlantic Ocean, formerly London, United Kingdom",518,"Professional Criminal, formerly Gardner",-,['Blackheath'],bad,No alter egos found.,Samuel Smithers,Marvel Comics
null,null,null,Plastic Lad,null,null,null,-,519,-,-,['Offspring'],good,No alter egos found.,Luke O'Brian,DC Comics
56,100,50,Plastic Man,100,23,63,-,520,Government Agent,Offspring (son),['-'],good,No alter egos found.,Patrick O'Brian,DC Comics
42,28,50,Plastique,60,23,10,"Mobile; formerly Quebec, Canada",521,"Government Agent, former Terrorist, Mercenary","Nathaniel Adam (Captain Atom,husband), Margaret Eiling (step-daughter), Randall Eiling (step-son)",['-'],bad,No alter egos found.,Bette Sans Souci,DC Comics
40,40,81,Poison Ivy,100,21,14,Gotham City,522,"Criminal, Botanist",-,['-'],bad,No alter egos found.,Pamela Isley,DC Comics
45,50,63,Polaris,100,42,73,"Serval Industries, Virginia; formerly X-Factor Investigations Headquarters, Starjammer; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Genosha; X-Factor HQ, Washington D.C., Maryland; Mutant Research Center, Muir Island;",523,"Adventurer, former U.S. government operative, former graduate student in geophysics","Joseph (father's clone\/paternal uncle, deceased), Magneto (father), Magda Lehnsherr (step-mother, deceased), Zaladane (sister, status uncertain), Anya Lehnsherr (paternal half-sister, deceased), Scarlet Witch (paternal half-sister), Quicksilver (paternal half-brother), Nightcrawler (half-brother-in-law), Vision (half-brother-in-law), Crystal (half-sister-in-law), Nocturne (half-niece), Speed (half-nephew), Wiccan (half-nephew), Luna Maximoff (half-niece)","['Pestilence', 'formerly Malice', 'Polarity', 'Magnetrix', 'M-2', 'Magneto the Second']",good,No alter egos found.,Lorna Dane,Marvel Comics
75,100,94,Power Girl,100,100,100,-,524,-,"Zor-L (father, deceased), Allura (mother, deceased), Jor-L (uncle, deceased), Lora (aunt, deceased), Kal-L (Earth-Two Superman, cousin and adopted father, deceased), Earth-Two Lois Lane (adopted mother, deceased), Equinox (son, deceased), Kara Zor-El (alternate universe version)","['Karen Starr', 'Nightwing']",good,No alter egos found.,Kara Zor-L,DC Comics
null,null,null,Power Man,null,null,82,-,525,-,-,['-'],good,Luke Cage,Luke Cage,Luke Cage
90,85,63,Predator,100,25,30,-,526,-,-,"['Hunters', 'Yautja', 'Hish']",bad,No alter egos found.,Yautja,Dark Horse Comics
32,14,100,Professor X,100,12,8,"Formerly Utopia, San Francisco Bay, California; Genosha; Xavier Institute, Salem Center, Westchester County, New York; Imperial Palace, Chandilar, Shi'ar Empire; Columbia University, Manhattan, New York City, New York",527,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)","Brian Xavier (father, deceased), Sharon Xavier (mother, deceased), Cassandra Nova (sister), Kurt Marko (stepfather, deceased), Cain Marko (Juggernaut, stepbrother), Lilandra (ex-wife), David Charles Haller (Legion, son, deceased)","['Prof', 'Dr. X', 'Professor Xavier', 'formerly Prisoner M-13']",good,No alter egos found.,Charles Francis Xavier,Marvel Comics
20,20,94,Professor Zoom,83,100,10,"Central Cityplex, 25th Century",528,-,"Robern Thawne (brother), Malcolm Thawne (Cobalt Blue) (distant ancestor), President Thawne, Meloni Thawne, Bart Allen, Owen Mercer (descendants) - see Allen Family for complete family tree","['Reverse Flash', 'Black Flash', 'Adrian Zoom', 'Mister Zyx']",bad,No alter egos found.,Eobard Thawne,DC Comics
